#ID;#BFC;BR-Message;BFC-Message;Files;;;;;;;;;
200;a7ad295f63aaf3b6073cbbe6d0ca684031b84aab;"Zen Discovery: ungraceful shutdown of the master and start of replacement node might cause the cluster not to elect a new master 
If killing -9 the master, and then starting a new node right away on the same box might cause the cluster to get into a state where a new master is not elected. This is because the new node will use the same port and it will be considered as the failed node.   ";"Zen Discovery: ungraceful shutdown of the master and start of replacement node might cause the cluster not to elect a new master,
";"modules/elasticsearch/src/main/java/org/elasticsearch/discovery/zen/ZenDiscovery.java,modules/elasticsearch/src/main/java/org/elasticsearch/discovery/zen/fd/MasterFaultDetection.java ,modules/elasticsearch/src/main/java/org/elasticsearch/discovery/zen/fd/NodesFaultDetection.java 
";;;;;;;;;
261;c987e8a534c25873a1d52c5c5714fd14adbfac6c;"Querying mapping on a non-master throws an error
Start three local nodes, and run this script: http://gist.github.com/477132
Note: don't change the :9201 to :9200
You will see that the GET _mapping request against :9200 works, but the one against :9201 fails
";Querying mapping on a non-master throws an error,;modules/elasticsearch/src/main/java/org/elasticsearch/cluster/node/DiscoveryNodes.java;;;;;;;;;
484;598225f8338bf6bd19ee0d4bf6b7124619c493fc;"document level analyzer (analyzer, index_analyzer, search_analyzer) are not serialized (and not maintained across restarts) 
document level analyzer (analyzer, index_analyzer, search_analyzer) are not serialized (and not maintained across restarts)";"document level analyzer (analyzer, index_analyzer, search_analyzer) are not serialized (and not maintained across restarts)
";modules/elasticsearch/src/main/java/org/elasticsearch/index/mapper/xcontent/ObjectMapper.java,modules/elasticsearch/src/main/java/org/elasticsearch/index/mapper/xcontent/XContentDocumentMapper.java;;;;;;;;;
764;2a0e0b767ad4275dabd7abf4625b6ad5f8a8757;"Mapper: Using `dynamic_template` can result in warning of parsed and original source difference (resulting in excessive mapping parsing)
Mapper: Using dynamic_template can result in warning of parsed and original source difference (resulting in excessive mapping parsing).";Mapper: Using dynamic_template can result in warning of parsed and original source difference (resulting in excessive mapping parsing),;"modules/elasticsearch/src/main/java/org/elasticsearch/index/mapper/xcontent/DynamicTemplate.java 
";;;;;;;;;
864;ffc8c3b68a775a61924ca0cd01dc8b9b97a96d09;"Weird error message on syntax error
Hiya
When trying this request (which I know is incorrect) it returns a good error message to my client, but logs a weird error message in the logs:
# [Tue Apr 19 11:16:36 2011] Protocol: http, Server: 192.168.5.103:9200
curl -XPOST 'http://127.0.0.1:9200/_aliases?pretty=1'  -d '
{
   ""actions"" : [
      {
         ""add"" : [
            ""foo"",
            ""bar""
         ]
      }
   ]
}
'

# [Tue Apr 19 11:16:36 2011] Response:
# {
#    ""status"" : 500,
#    ""error"" : ""ElasticSearchIllegalArgumentException[Alias action 
# >    [add] requires an [index] to be set]""
# }
Weird error in logs:
[2011-04-19 11:16:36,498][WARN ][http.netty               ] [Dweller-in-Darkness] Caught exception while handling client http traffic, closing connection
java.lang.IllegalStateException: cannot send more responses than requests
    at org.elasticsearch.common.netty.handler.codec.http.HttpContentEncoder.writeRequested(HttpContentEncoder.java:102)
    at org.elasticsearch.common.netty.channel.SimpleChannelHandler.handleDownstream(SimpleChannelHandler.java:266)
    at org.elasticsearch.common.netty.channel.DefaultChannelPipeline.sendDownstream(DefaultChannelPipeline.java:568)
    at org.elasticsearch.common.netty.channel.DefaultChannelPipeline.sendDownstream(DefaultChannelPipeline.java:563)
    at org.elasticsearch.common.netty.channel.Channels.write(Channels.java:611)
    at org.elasticsearch.common.netty.channel.Channels.write(Channels.java:578)
    at org.elasticsearch.common.netty.channel.AbstractChannel.write(AbstractChannel.java:259)
    at org.elasticsearch.http.netty.NettyHttpChannel.sendResponse(NettyHttpChannel.java:118)
    at org.elasticsearch.rest.action.admin.indices.alias.RestIndicesAliasesAction$1.onFailure(RestIndicesAliasesAction.java:131)
    at org.elasticsearch.action.support.BaseAction$ThreadedActionListener$2.run(BaseAction.java:95)
    at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:886)
    at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:908)
    at java.lang.Thread.run(Thread.java:662)
";Weird error message on syntax error;modules/elasticsearch/src/main/java/org/elasticsearch/ElasticSearchIllegalArgumentException.java, modules/elasticsearch/src/main/java/org/elasticsearch/rest/action/admin/indices/alias/RestIndicesAliasesAction.java;;;;;;;;;
1072;355f80adc92cc69ed35cbc4936f0f8334ee55307;"fragment_size doesn't work with quoted phrase
I nave query with highlight like this: (Here is curl recreation https://gist.github.com/1032233 ) Look at issued result ( item4.description ) (you can see all doc also in _source ), and mapping.
if i supply query: two words item.description returns only 128 chars, as expected. But if ""two words"" it returns the same 128 chars and all remainder of that field. Bit strange.
ES (v 0.16.0)
Please tell, can I do the trick with highlight fields like [""item_.title"", ""item_.description""] in query fields?
I understand, it looks bit strange. I’m try to explain: All my docs contains 10 items with title and description (and so on, not important). I need to have 1 match per field, so my first version with just array of items wont work. If i setup number_of_fragments to 1 it returns only 1 result for all 10 items. If i setup number_of_fragments to 0 it returns all description concatenated in 1 highlight. So solution is to make item1, item2 etc. Is it best solution?
PS No any reaction on my 3 messages after first at mailing list. I believe this is a bug, so i created this issue.
ES v 0.16.2 also vulnerable This is still present in 0.90.0.RC1, I've rewritten the recreation into something runnable:
https://gist.github.com/clintongormley/5319822
At the bottom are two queries - one phrase query which shows the problem in item4.description, and one non-phrase query which shows expected behaviour.
@s1monw this looks like another lucene highlighter problem
LUCENE-4899 seems to fix this problem as well. At least the test I added does the right thing. I will keep this open until we upgraded to Lucene 4.3";"Added temporary fix for LUCENE-4899 where FastVectorHighlihgter failed with StringIndexOutOfBoundsException

if a single highlight phrase or term was greater than the fragCharSize producing negative string offsets

The fixed BaseFragListBuilder was added as XSimpleFragListBuilder which triggers an assert once Elasticsearch
upgrades to Lucene 4.3
";src/main/java/org/apache/lucene/search/vectorhighlight/XSimpleFragListBuilder.java,src/main/java/org/elasticsearch/search/highlight/HighlightPhase.java;;;;;;;;;
1130;8f6de29580f0162b897525445cfd47cd81bb0d4f;"mget doesn't work with aliases
# [Tue Jul 19 10:43:16 2011] Protocol: http, Server: 192.168.5.103:9200
curl -XPUT 'http://127.0.0.1:9200/foo_1/foo/1?pretty=1'  -d '
{
   ""foo"" : ""bar""
}
'

# [Tue Jul 19 10:43:16 2011] Response:
# {
#    ""ok"" : true,
#    ""_index"" : ""foo_1"",
#    ""_id"" : ""1"",
#    ""_type"" : ""foo"",
#    ""_version"" : 1
# }

# [Tue Jul 19 10:43:18 2011] Protocol: http, Server: 192.168.5.103:9200
curl -XPOST 'http://127.0.0.1:9200/_aliases?pretty=1'  -d '
{
   ""actions"" : [
      {
         ""add"" : {
            ""index"" : ""foo_1"",
            ""alias"" : ""foo""
         }
      }
   ]
}
'

# [Tue Jul 19 10:43:18 2011] Response:
# {
#    ""ok"" : true,
#    ""acknowledged"" : true
# }

# [Tue Jul 19 10:43:20 2011] Protocol: http, Server: 192.168.5.103:9200
curl -XGET 'http://127.0.0.1:9200/foo/_mget?pretty=1'  -d '
{
   ""docs"" : [
      {
         ""_id"" : 1
      }
   ]
}
'

# [Tue Jul 19 10:43:20 2011] Response:
# {
#    ""status"" : 404,
#    ""error"" : ""IndexMissingException[[foo] missing]""
# }
";mget doesn't work with aliases;"modules/elasticsearch/src/main/java/org/elasticsearch/action/get/MultiGetRequest.java, modules/elasticsearch/src/main/java/org/elasticsearch/action/get/TransportMultiGetAction.java 
";;;;;;;;;
1134;cbb1c35f94a36e8871301fce435d516db3cd4256;"Network: Default (back) network.tcp.connect_timeout to 30s 
It was reduced to 2s in 0.17, but seems to cause problems, make it 30s back";Network: Default (back) network.tcp.connect_timeout to 30s;modules/elasticsearch/src/main/java/org/elasticsearch/common/network/NetworkService.java;;;;;;;;;
1154;31ea01bbc68f64cd7787b97479cb5deba1b529b9;"Search API: REST endpoint should use default operation_threading of thread_per_shard
operation_threading, which defaults to thread_per_shard on the Java API, should default to it also in the REST API (it defaults to single_thread now). This only applies for search executed on the node the request was received on.";"Search API: REST endpoint should use default operation_threading of thread_per_shard,
";"modules/elasticsearch/src/main/java/org/elasticsearch/action/search/SearchOperationThreading.java,modules/elasticsearch/src/main/java/org/elasticsearch/rest/action/search/RestSearchAction.java,modules/elasticsearch/src/main/java/org/elasticsearch/rest/action/search/RestSearchScrollAction.java 
";;;;;;;;;
1162;b70694ce631d7b55be6edd7b9049237456a6e4b4;"Update Settings: Changing the number of replicas does not cause allocation / deallocation of shards
The shards do not get allocated / deallocated when changing the number of replicas until another state changing event happens... (like creating an index, adding / removing a node)";"Update Settings: Changing the number of replicas does cause allocation / deallocation of shards,
";modules/elasticsearch/src/main/java/org/elasticsearch/cluster/metadata/MetaDataUpdateSettingsService.java;;;;;;;;;
